Geneid	Chr	Start	End	Strand	Length	CRISPR_one	CRISPR_three	CRISPR_two	control_one	control_three	control_two
UBE2N	.	.	.	.	.	1050	1338	944	1336	1160	1495
ENSG00000298387	.	.	.	.	.	0	0	1	1	0	0
ENSG00000298371	.	.	.	.	.	0	0	0	0	0	0
MRPL42	.	.	.	.	.	1073	1012	725	1068	1252	1223
SOCS2-AS1	.	.	.	.	.	10	10	2	0	5	0
RN7SL737P	.	.	.	.	.	0	0	0	0	0	0
ENSG00000258271	.	.	.	.	.	0	0	0	0	0	0
SOCS2	.	.	.	.	.	84	134	35	21	30	24
ENSG00000300370	.	.	.	.	.	11	6	7	11	5	13
ENSG00000186076	.	.	.	.	.	32	32	27	17	32	42
CRADD	.	.	.	.	.	83	95	47	71	99	87
CRADD-AS1	.	.	.	.	.	6	0	3	0	0	0
ENSG00000302446	.	.	.	.	.	0	0	0	0	0	0
RN7SL630P	.	.	.	.	.	1	0	0	0	0	1
ENSG00000258303	.	.	.	.	.	1	1	1	0	0	0
ENSG00000257283	.	.	.	.	.	4	2	0	0	2	1
ENSG00000271382	.	.	.	.	.	0	0	0	2	0	0
RN7SKP263	.	.	.	.	.	0	0	0	0	0	0
ENSG00000302422	.	.	.	.	.	1	0	2	0	0	1
ENSG00000302456	.	.	.	.	.	0	0	0	0	0	0
ENSG00000257360	.	.	.	.	.	0	0	0	0	0	0
PLXNC1	.	.	.	.	.	73	31	25	164	126	112
ENSG00000258035	.	.	.	.	.	0	0	0	0	0	0
ENSG00000287237	.	.	.	.	.	0	0	0	0	0	0
ENSG00000258172	.	.	.	.	.	0	0	0	0	0	0
ENSG00000258365	.	.	.	.	.	0	0	1	2	0	0
CEP83	.	.	.	.	.	107	156	114	94	132	95
RN7SL330P	.	.	.	.	.	1	0	0	0	0	0
RBMS2P1	.	.	.	.	.	6	9	20	17	14	25
CEP83-DT	.	.	.	.	.	9	8	4	4	8	4
LNCHR1	.	.	.	.	.	0	0	0	0	0	0
RN7SL483P	.	.	.	.	.	0	0	0	0	0	0
NSA2P2	.	.	.	.	.	2	3	0	4	1	0
SUCLG2P2	.	.	.	.	.	16	3	3	7	4	20
ENSG00000298879	.	.	.	.	.	0	0	0	0	0	0
MIR5700	.	.	.	.	.	0	0	0	0	0	0
TMCC3	.	.	.	.	.	38	106	132	65	136	87
MIR7844	.	.	.	.	.	0	0	0	0	0	0
LSM3P2	.	.	.	.	.	0	0	0	1	0	0
ENSG00000308340	.	.	.	.	.	0	0	0	0	1	0
ENSG00000308321	.	.	.	.	.	0	0	2	0	0	0
ENSG00000298041	.	.	.	.	.	0	0	1	0	0	0
ENSG00000303924	.	.	.	.	.	0	0	0	0	0	0
KRT19P2	.	.	.	.	.	0	0	0	0	0	0
MIR492	.	.	.	.	.	0	0	0	0	0	0
NDUFA12	.	.	.	.	.	569	528	407	632	868	833
NR2C1	.	.	.	.	.	191	240	159	298	295	273
FGD6	.	.	.	.	.	185	174	190	308	317	267
ENSG00000257121	.	.	.	.	.	0	2	0	0	0	0
ENSG00000303664	.	.	.	.	.	0	0	0	0	0	1
ENSG00000237774	.	.	.	.	.	1	1	0	0	0	0
VEZT	.	.	.	.	.	720	794	598	964	1021	1087
ENSG00000289437	.	.	.	.	.	3	6	2	2	0	7
CBX3P5	.	.	.	.	.	2	1	0	2	0	1
RNU6-808P	.	.	.	.	.	0	0	1	1	0	0
ENSG00000289476	.	.	.	.	.	2	0	2	4	0	4
MIR331	.	.	.	.	.	0	0	0	0	0	0
MIR3685	.	.	.	.	.	0	1	0	0	0	0
ENSG00000257943	.	.	.	.	.	2	0	0	0	0	1
ENSG00000289510	.	.	.	.	.	0	0	0	0	0	0
ENSG00000293398	.	.	.	.	.	0	1	0	0	0	0
ENSG00000258313	.	.	.	.	.	0	0	0	0	0	0
RNU6-735P	.	.	.	.	.	0	0	0	0	0	0
ENSG00000304223	.	.	.	.	.	0	0	0	0	0	0
RPL29P26	.	.	.	.	.	2	0	0	2	2	0
METAP2	.	.	.	.	.	1255	1651	1176	1416	1417	1528
USP44	.	.	.	.	.	7	6	6	4	5	5
PGAM1P5	.	.	.	.	.	2	2	2	3	4	5
NTN4	.	.	.	.	.	432	451	349	618	435	523
LINC02410	.	.	.	.	.	0	0	0	0	0	0
SNRPF-DT	.	.	.	.	.	0	0	0	0	2	3
RNU6-247P	.	.	.	.	.	0	0	0	0	0	0
SNRPF	.	.	.	.	.	285	331	244	332	396	409
CCDC38	.	.	.	.	.	6	16	2	7	13	2
ENSG00000285030	.	.	.	.	.	0	1	0	0	0	2
ENSG00000302609	.	.	.	.	.	2	0	0	0	0	2
AMDHD1	.	.	.	.	.	24	9	15	6	3	10
HAL	.	.	.	.	.	3	2	2	0	0	0
ENSG00000257878	.	.	.	.	.	3	1	1	1	3	0
LTA4H	.	.	.	.	.	714	690	568	761	892	759
ENSG00000307169	.	.	.	.	.	0	0	0	0	0	0
ENSG00000307189	.	.	.	.	.	0	0	0	0	0	0
YPEL5P3	.	.	.	.	.	0	0	0	0	0	0
ENSG00000289949	.	.	.	.	.	0	4	2	0	0	0
RN7SL88P	.	.	.	.	.	0	0	0	0	0	0
ENSG00000300664	.	.	.	.	.	0	0	0	0	0	0
LINC02452	.	.	.	.	.	0	0	0	0	0	0
ELK3	.	.	.	.	.	733	1320	789	1035	1254	902
ENSG00000258177	.	.	.	.	.	0	1	0	0	1	0
ENSG00000287454	.	.	.	.	.	5	12	6	2	2	3
CDK17	.	.	.	.	.	519	766	617	583	585	530
RNU4-24P	.	.	.	.	.	0	0	2	0	0	0
ENSG00000257169	.	.	.	.	.	0	3	0	3	2	1
ENSG00000258272	.	.	.	.	.	0	0	0	0	0	0
ENSG00000307952	.	.	.	.	.	1	1	1	0	0	1
RN7SKP11	.	.	.	.	.	0	0	0	0	0	2
ENSG00000304462	.	.	.	.	.	0	2	0	0	0	1
CFAP54	.	.	.	.	.	12	28	35	8	43	23
EEF1A1P33	.	.	.	.	.	0	0	0	0	0	0
NEDD1	.	.	.	.	.	667	875	578	655	599	646
ENSG00000257470	.	.	.	.	.	0	0	0	0	0	0
ENSG00000293845	.	.	.	.	.	0	0	0	0	0	0
ENSG00000279190	.	.	.	.	.	0	0	0	0	0	0
ENSG00000286434	.	.	.	.	.	0	0	0	0	0	0
ENSG00000301349	.	.	.	.	.	0	0	0	0	0	0
LINC02409	.	.	.	.	.	0	0	0	0	0	0
RMST	.	.	.	.	.	0	0	2	0	0	0
ENSG00000300902	.	.	.	.	.	0	0	0	0	0	0
MIR1251	.	.	.	.	.	0	0	0	0	0	0
ENSG00000273942	.	.	.	.	.	0	0	0	0	0	0
ENSG00000274230	.	.	.	.	.	0	0	0	0	0	0
ENSG00000275231	.	.	.	.	.	0	0	0	0	0	0
ENSG00000273570	.	.	.	.	.	0	0	0	0	0	0
ENSG00000275971	.	.	.	.	.	0	0	0	0	0	0
ENSG00000274819	.	.	.	.	.	0	0	0	0	0	0
ENSG00000251844	.	.	.	.	.	0	0	0	0	0	0
ENSG00000278802	.	.	.	.	.	0	0	0	0	0	0
ENSG00000276398	.	.	.	.	.	0	0	0	0	0	0
ENSG00000279798	.	.	.	.	.	0	0	0	0	0	0
MIR135A2	.	.	.	.	.	0	0	0	0	0	0
ENSG00000277081	.	.	.	.	.	0	0	0	0	0	0
PAFAH1B2P2	.	.	.	.	.	0	0	0	1	0	0
ENSG00000257157	.	.	.	.	.	0	0	0	0	0	0
RNU6-36P	.	.	.	.	.	2	1	1	0	0	0
MIR4495	.	.	.	.	.	0	0	0	0	0	0
MIR4303	.	.	.	.	.	0	0	0	0	0	0
ENSG00000258312	.	.	.	.	.	0	0	0	0	0	0
ENSG00000304687	.	.	.	.	.	0	0	0	0	0	0
ENSG00000293780	.	.	.	.	.	0	0	0	0	0	0
ENSG00000298735	.	.	.	.	.	0	0	0	0	0	0
ENSG00000302820	.	.	.	.	.	0	0	0	0	0	0
ENSG00000257580	.	.	.	.	.	0	0	0	0	0	0
RNU4-41P	.	.	.	.	.	0	0	0	0	0	0
ENSG00000286056	.	.	.	.	.	0	0	0	0	0	0
LINC02453	.	.	.	.	.	0	0	3	0	4	0
SLC9A7P1	.	.	.	.	.	0	2	0	11	3	10
TMPO-AS1	.	.	.	.	.	77	78	47	30	47	91
TMPO	.	.	.	.	.	2261	2687	1457	1974	2074	1970
PPIAP8	.	.	.	.	.	0	0	0	0	1	0
SLC25A3	.	.	.	.	.	3526	4078	3063	4631	4866	5582
SNORA53	.	.	.	.	.	6	3	4	10	12	7
ENSG00000310254	.	.	.	.	.	1	0	0	1	0	1
IKBIP	.	.	.	.	.	614	952	529	943	738	894
APAF1	.	.	.	.	.	362	415	234	327	310	304
ANKS1B	.	.	.	.	.	81	35	23	22	28	16
ENSG00000258204	.	.	.	.	.	0	0	0	0	0	0
ENSG00000257458	.	.	.	.	.	1	0	0	0	1	0
ENSG00000300151	.	.	.	.	.	0	0	0	0	0	0
RNA5SP366	.	.	.	.	.	0	0	0	0	0	0
ENSG00000258039	.	.	.	.	.	1	0	0	0	0	0
GARIN6	.	.	.	.	.	0	1	0	0	0	0
ENSG00000287675	.	.	.	.	.	0	0	0	0	2	0
RPS4XP1	.	.	.	.	.	2	2	1	0	1	0
ENSG00000279148	.	.	.	.	.	25	29	12	15	19	15
BLTP3B	.	.	.	.	.	1408	1476	1087	995	1094	999
ENSG00000280088	.	.	.	.	.	69	47	51	68	73	42
BLTP3B-DT	.	.	.	.	.	0	4	0	0	1	1
ENSG00000290576	.	.	.	.	.	22	4	13	7	6	4
GOLGA2P5	.	.	.	.	.	0	0	0	0	0	1
RN7SL176P	.	.	.	.	.	1	0	0	0	0	0
ENSG00000309718	.	.	.	.	.	0	0	0	0	0	0
ENSG00000257489	.	.	.	.	.	0	0	0	0	0	0
MIR1827	.	.	.	.	.	0	0	0	0	1	0
ACTR6	.	.	.	.	.	300	305	198	290	287	326
DEPDC4	.	.	.	.	.	25	23	25	8	12	6
SCYL2	.	.	.	.	.	2116	1911	1326	1775	1890	1571
SLC17A8	.	.	.	.	.	2	1	0	0	0	0
ENSG00000306581	.	.	.	.	.	0	0	0	0	0	0
NR1H4	.	.	.	.	.	67	6	4	0	0	0
ENSG00000271177	.	.	.	.	.	0	0	0	0	0	0
GAS2L3	.	.	.	.	.	1038	1421	640	671	841	855
PIGAP1	.	.	.	.	.	10	15	5	2	18	7
ANO4	.	.	.	.	.	193	25	27	4	9	6
ENSG00000257325	.	.	.	.	.	0	0	0	0	0	0
ENSG00000295553	.	.	.	.	.	0	0	0	0	0	0
ENSG00000305319	.	.	.	.	.	1	0	0	0	0	0
ENSG00000258007	.	.	.	.	.	0	0	0	0	0	0
SNX5P2	.	.	.	.	.	0	1	0	0	0	2
SLC5A8	.	.	.	.	.	0	0	0	0	0	0
RNU6-768P	.	.	.	.	.	0	0	0	0	0	0
ENSG00000241744	.	.	.	.	.	0	0	0	0	0	0
ENSG00000293805	.	.	.	.	.	0	0	0	0	0	0
UTP20	.	.	.	.	.	1282	1792	1021	906	907	968
ARL1	.	.	.	.	.	1452	1312	1204	1694	1605	1851
ENSG00000257543	.	.	.	.	.	5	3	3	1	3	1
RNU6-1068P	.	.	.	.	.	0	1	0	0	0	0
RPS27P23	.	.	.	.	.	0	0	0	0	0	0
ENSG00000304394	.	.	.	.	.	0	0	0	0	0	0
RNU5E-5P	.	.	.	.	.	0	0	0	0	0	0
RNA5SP367	.	.	.	.	.	0	0	0	0	0	0
SPIC	.	.	.	.	.	0	0	0	0	0	0
ENSG00000300988	.	.	.	.	.	0	0	0	0	0	0
ENSG00000301005	.	.	.	.	.	0	0	0	0	0	0
ENSG00000302330	.	.	.	.	.	0	0	0	0	0	0
MYBPC1	.	.	.	.	.	0	0	2	0	0	1
ENSG00000257514	.	.	.	.	.	0	0	0	0	0	0
ENSG00000300870	.	.	.	.	.	0	1	0	0	0	0
ENSG00000274560	.	.	.	.	.	0	0	0	0	0	1
CHPT1	.	.	.	.	.	786	576	377	495	521	387
RNY1P16	.	.	.	.	.	0	0	0	1	0	0
SYCP3	.	.	.	.	.	9	8	3	8	11	1
GNPTAB	.	.	.	.	.	821	907	809	1021	1153	921
RNU6-101P	.	.	.	.	.	0	0	0	0	0	0
ENSG00000258230	.	.	.	.	.	0	0	0	0	0	0
ENSG00000293094	.	.	.	.	.	1	0	0	1	0	0
RNA5SP368	.	.	.	.	.	0	0	0	0	0	0
RNU6-172P	.	.	.	.	.	0	0	0	0	1	0
RNA5SP369	.	.	.	.	.	0	0	0	0	0	0
RNU6-1183P	.	.	.	.	.	0	0	0	0	0	0
HSPE1P4	.	.	.	.	.	0	2	0	0	2	1
ENSG00000297173	.	.	.	.	.	0	1	0	0	0	1
DRAM1	.	.	.	.	.	904	1276	1000	570	556	529
ENSG00000257202	.	.	.	.	.	1	1	0	0	2	0
ENSG00000241917	.	.	.	.	.	0	0	0	0	0	0
DRAM1-AS1	.	.	.	.	.	0	0	0	0	0	0
NENFP2	.	.	.	.	.	0	0	0	0	0	0
WASHC3	.	.	.	.	.	396	392	293	310	398	272
ENSG00000257222	.	.	.	.	.	4	0	0	4	1	3
NUP37	.	.	.	.	.	379	457	260	337	374	423
PARPBP	.	.	.	.	.	348	521	285	346	385	366
PMCH	.	.	.	.	.	0	0	0	0	0	0
HELLPAR	.	.	.	.	.	141	70	72	53	77	41
RN7SL793P	.	.	.	.	.	0	0	0	0	0	0
ENSG00000298830	.	.	.	.	.	0	0	0	0	0	0
ENSG00000258142	.	.	.	.	.	0	0	0	0	0	0
LINC02456	.	.	.	.	.	0	1	0	0	0	2
ENSG00000302996	.	.	.	.	.	0	0	0	0	0	0
IGF1	.	.	.	.	.	4	4	1	0	2	0
ENSG00000298855	.	.	.	.	.	0	0	0	0	0	0
ENSG00000257254	.	.	.	.	.	0	0	0	0	0	0
ENSG00000296233	.	.	.	.	.	3	2	0	0	0	0
LINC00485	.	.	.	.	.	0	2	0	0	0	0
PAH	.	.	.	.	.	0	2	0	0	0	0
ENSG00000282964	.	.	.	.	.	0	0	0	0	0	0
ASCL1	.	.	.	.	.	0	0	0	0	0	0
ENSG00000288092	.	.	.	.	.	0	0	0	0	0	0
ENSG00000257703	.	.	.	.	.	0	0	0	0	0	0
ENSG00000306788	.	.	.	.	.	0	0	0	0	0	0
C12orf42-AS1	.	.	.	.	.	0	0	0	0	0	0
C12orf42	.	.	.	.	.	0	0	0	0	0	0
ENSG00000295962	.	.	.	.	.	0	0	0	0	0	0
ENSG00000296019	.	.	.	.	.	0	0	0	0	0	0
ENSG00000257415	.	.	.	.	.	0	0	0	0	0	0
ENSG00000257994	.	.	.	.	.	0	0	0	0	0	0
ENSG00000286197	.	.	.	.	.	0	0	0	0	0	0
ENSG00000310518	.	.	.	.	.	0	0	0	0	0	0
LINC02401	.	.	.	.	.	0	0	0	0	0	0
STAB2	.	.	.	.	.	4	4	2	0	0	7
ENSG00000257737	.	.	.	.	.	0	0	0	0	0	0
ENSG00000257766	.	.	.	.	.	0	0	0	0	0	0
ENSG00000257681	.	.	.	.	.	4	3	1	3	0	3
NT5DC3	.	.	.	.	.	1316	1527	784	679	805	1227
ENSG00000257754	.	.	.	.	.	3	0	4	0	0	1
ENSG00000257327	.	.	.	.	.	7	5	0	5	1	1
ENSG00000293399	.	.	.	.	.	7	12	6	7	10	3
TTC41P	.	.	.	.	.	0	1	0	0	0	0
HSP90B1	.	.	.	.	.	10349	8144	5102	17101	19839	11865
MIR3652	.	.	.	.	.	0	0	0	0	0	0
UQCC6	.	.	.	.	.	84	90	40	77	86	55
TDG	.	.	.	.	.	353	318	198	537	495	649
ENSG00000288744	.	.	.	.	.	1	2	0	3	1	6
GLT8D2	.	.	.	.	.	269	125	106	229	358	219
ENSG00000310260	.	.	.	.	.	1	0	0	2	0	0
ENSG00000216285	.	.	.	.	.	27	14	14	25	26	30
HCFC2	.	.	.	.	.	432	400	247	271	339	254
NFYB	.	.	.	.	.	385	332	276	427	426	420
RNA5SP370	.	.	.	.	.	0	0	0	0	0	0
ENSG00000298015	.	.	.	.	.	5	2	0	3	0	0
ENSG00000286258	.	.	.	.	.	0	0	0	1	0	0
LINC02385	.	.	.	.	.	0	0	0	0	0	0
ENSG00000294348	.	.	.	.	.	0	0	0	0	0	0
TXNRD1	.	.	.	.	.	7484	9844	6035	13334	12466	8586
TXNRD1-AS1	.	.	.	.	.	17	30	21	36	60	56
RPL18AP3	.	.	.	.	.	267	318	361	299	356	610
ENSG00000304986	.	.	.	.	.	0	0	0	0	1	0
EID3	.	.	.	.	.	17	38	8	10	35	16
ENSG00000298817	.	.	.	.	.	5	5	5	1	3	1
ENSG00000298845	.	.	.	.	.	0	0	1	0	0	0
CHST11	.	.	.	.	.	37	430	151	379	214	225
ENSG00000304709	.	.	.	.	.	2	0	0	0	0	0
ENSG00000258111	.	.	.	.	.	0	0	0	0	0	0
ENSG00000279176	.	.	.	.	.	0	0	2	1	0	0
MIR3922	.	.	.	.	.	0	0	0	0	0	0
ENSG00000289557	.	.	.	.	.	0	0	1	0	0	4
ENSG00000309266	.	.	.	.	.	0	1	0	0	0	1
SLC41A2	.	.	.	.	.	232	530	244	604	587	386
ENSG00000286410	.	.	.	.	.	2	0	0	0	2	0
KRT18P20	.	.	.	.	.	0	0	0	0	0	0
ENSG00000307635	.	.	.	.	.	2	0	0	0	0	0
NOPCHAP1	.	.	.	.	.	93	118	111	219	200	200
ALDH1L2	.	.	.	.	.	70	336	193	109	115	349
WASHC4	.	.	.	.	.	2311	2791	1754	2006	2610	1943
APPL2	.	.	.	.	.	671	704	358	588	686	644
C12orf75	.	.	.	.	.	2932	3167	1266	628	744	1463
ENSG00000286903	.	.	.	.	.	0	1	0	0	0	0
C12orf75-AS1	.	.	.	.	.	6	8	0	1	6	3
ENSG00000301011	.	.	.	.	.	0	1	0	0	0	0
ENSG00000301111	.	.	.	.	.	0	0	0	0	0	0
ENSG00000309761	.	.	.	.	.	1	1	1	0	0	0
ENSG00000286520	.	.	.	.	.	0	0	0	0	0	0
CASC18	.	.	.	.	.	0	1	1	0	0	1
ENSG00000300812	.	.	.	.	.	0	0	0	0	0	0
ENSG00000295957	.	.	.	.	.	0	0	0	0	0	0
ENSG00000295997	.	.	.	.	.	0	0	0	0	0	0
ENSG00000289387	.	.	.	.	.	0	0	0	0	0	0
ENSG00000305754	.	.	.	.	.	0	0	0	0	0	0
ST13P3	.	.	.	.	.	2	4	0	1	2	4
ENSG00000257890	.	.	.	.	.	1	0	2	0	1	4
NUAK1	.	.	.	.	.	454	474	410	671	662	725
ENSG00000257438	.	.	.	.	.	2	0	1	0	0	0
ENSG00000298892	.	.	.	.	.	1	0	0	0	0	1
ENSG00000310366	.	.	.	.	.	1	1	0	0	2	1
ENSG00000257611	.	.	.	.	.	0	0	0	0	0	0
CKAP4	.	.	.	.	.	6882	6359	6055	5966	6124	6318
ENSG00000258355	.	.	.	.	.	1	5	1	0	0	1
ENSG00000277715	.	.	.	.	.	5	13	5	3	8	7
RNU7-94P	.	.	.	.	.	0	0	0	0	0	0
TCP11L2	.	.	.	.	.	451	567	533	582	870	633
ENSG00000300241	.	.	.	.	.	4	0	2	0	0	2
ENSG00000290003	.	.	.	.	.	3	5	9	8	14	9
ENSG00000297327	.	.	.	.	.	6	3	0	0	5	0
POLR3B	.	.	.	.	.	208	347	295	268	310	334
ENSG00000257545	.	.	.	.	.	7	5	5	3	2	2
RFX4	.	.	.	.	.	0	2	2	0	0	1
RIC8B	.	.	.	.	.	375	423	284	285	318	259
ENSG00000287957	.	.	.	.	.	11	10	2	4	3	5
ENSG00000295573	.	.	.	.	.	4	2	1	3	0	2
EEF1B2P4	.	.	.	.	.	0	0	0	0	0	0
RPL30P12	.	.	.	.	.	0	0	0	0	0	0
TMEM263-DT	.	.	.	.	.	26	12	15	9	19	12
TMEM263	.	.	.	.	.	1450	1304	1249	1926	2230	2085
MTERF2	.	.	.	.	.	148	117	120	127	166	147
CRY1	.	.	.	.	.	278	378	193	297	295	252
ENSG00000257548	.	.	.	.	.	0	0	0	1	0	0
ENSG00000286678	.	.	.	.	.	0	0	0	0	0	0
SETP7	.	.	.	.	.	0	0	0	0	0	0
ABTB3	.	.	.	.	.	399	264	59	107	97	145
ENSG00000301737	.	.	.	.	.	9	4	4	0	0	0
ENSG00000306026	.	.	.	.	.	13	2	2	0	2	0
ENSG00000200897	.	.	.	.	.	0	0	0	0	0	0
RNA5SP371	.	.	.	.	.	0	1	0	0	0	0
ENSG00000257579	.	.	.	.	.	0	0	0	0	0	0
ENSG00000289344	.	.	.	.	.	0	0	0	0	0	0
ENSG00000305520	.	.	.	.	.	0	0	1	0	0	0
PWP1	.	.	.	.	.	671	928	613	772	787	821
RPL17P38	.	.	.	.	.	2	0	0	0	0	0
PRDM4	.	.	.	.	.	549	665	470	590	635	564
PRDM4-AS1	.	.	.	.	.	9	11	7	5	5	16
ASCL4	.	.	.	.	.	0	0	0	0	0	0
ENSG00000257398	.	.	.	.	.	0	0	0	0	0	0
ENSG00000298430	.	.	.	.	.	0	0	0	0	0	0
ENSG00000293554	.	.	.	.	.	0	0	0	0	0	0
ENSG00000257951	.	.	.	.	.	0	0	0	0	0	0
ENSG00000258072	.	.	.	.	.	0	2	0	0	0	0
ENSG00000257392	.	.	.	.	.	0	0	0	0	0	0
ENSG00000257426	.	.	.	.	.	0	0	0	0	0	0
ENSG00000303870	.	.	.	.	.	0	0	0	0	0	0
ENSG00000293244	.	.	.	.	.	0	0	0	0	0	0
ENSG00000257129	.	.	.	.	.	0	0	0	0	0	0
ENSG00000302551	.	.	.	.	.	0	0	0	0	0	0
ENSG00000300413	.	.	.	.	.	0	0	0	0	0	0
WSCD2	.	.	.	.	.	0	0	0	0	0	0
ENSG00000307044	.	.	.	.	.	0	0	0	0	0	0
ENSG00000307915	.	.	.	.	.	0	0	0	0	0	0
ENSG00000257281	.	.	.	.	.	0	0	0	0	0	0
CMKLR1	.	.	.	.	.	53	4	8	181	42	8
ENSG00000310310	.	.	.	.	.	2	0	0	2	0	0
LINC01498	.	.	.	.	.	0	0	0	0	0	0
ENSG00000301632	.	.	.	.	.	0	0	0	0	0	0
FICD	.	.	.	.	.	141	207	87	115	122	84
SART3	.	.	.	.	.	492	661	397	427	558	382
ENSG00000287202	.	.	.	.	.	19	18	9	3	2	11
ISCU	.	.	.	.	.	522	511	364	455	556	433
ENSG00000297532	.	.	.	.	.	0	1	0	0	0	0
TMEM119	.	.	.	.	.	30	2	0	0	0	0
SELPLG	.	.	.	.	.	8	6	0	6	6	2
ENSG00000257221	.	.	.	.	.	11	21	17	7	3	5
MIR4496	.	.	.	.	.	0	0	0	0	0	0
CORO1C	.	.	.	.	.	2745	4359	2405	3201	3381	3446
RNU7-169P	.	.	.	.	.	0	0	0	0	0	0
ENSG00000301883	.	.	.	.	.	1	0	0	4	1	0
ENSG00000301074	.	.	.	.	.	0	0	0	0	2	0
ENSG00000273499	.	.	.	.	.	0	0	0	0	0	0
SSH1	.	.	.	.	.	1337	1238	1677	1619	1340	1241
ENSG00000280110	.	.	.	.	.	0	0	0	0	0	0
ENSG00000298591	.	.	.	.	.	0	5	2	4	0	2
ENSG00000274598	.	.	.	.	.	2	1	3	1	0	3
MIR619	.	.	.	.	.	1	0	0	1	0	0
ENSG00000302905	.	.	.	.	.	2	2	3	0	1	2
DAO	.	.	.	.	.	0	0	0	0	0	1
SVOP	.	.	.	.	.	2	0	0	0	1	0
RNU6-361P	.	.	.	.	.	0	0	0	0	0	0
ENSG00000302516	.	.	.	.	.	0	0	0	0	0	0
ENSG00000279630	.	.	.	.	.	0	0	0	0	0	0
USP30	.	.	.	.	.	213	196	170	274	286	222
USP30-AS1	.	.	.	.	.	8	3	2	3	3	6
RNA5SP372	.	.	.	.	.	0	0	0	0	0	2
ALKBH2	.	.	.	.	.	82	111	64	56	57	86
UNG	.	.	.	.	.	263	244	234	261	397	286
ENSG00000256139	.	.	.	.	.	8	0	0	10	11	2
ACACB	.	.	.	.	.	182	66	74	74	133	92
ENSG00000298358	.	.	.	.	.	0	0	0	0	0	0
ENSG00000297986	.	.	.	.	.	0	0	0	0	0	0
FOXN4	.	.	.	.	.	0	0	0	0	0	0
ENSG00000303234	.	.	.	.	.	0	0	0	0	0	0
ENSG00000294574	.	.	.	.	.	0	0	0	0	0	0
MYO1H	.	.	.	.	.	6	3	4	3	0	7
LINC01486	.	.	.	.	.	0	0	0	0	0	0
ENSG00000255655	.	.	.	.	.	0	0	0	0	2	0
KCTD10	.	.	.	.	.	736	879	635	1063	1199	945
UBE3B	.	.	.	.	.	685	823	484	836	937	694
MMAB	.	.	.	.	.	218	245	179	450	405	349
RNU4-32P	.	.	.	.	.	0	0	0	0	0	0
MVK	.	.	.	.	.	243	448	243	403	371	406
ENSG00000309187	.	.	.	.	.	0	0	0	0	0	0
ENSG00000309208	.	.	.	.	.	0	0	0	0	0	0
RN7SKP250	.	.	.	.	.	0	0	0	0	0	0
ENSG00000299901	.	.	.	.	.	0	0	0	0	0	0
FAM222A	.	.	.	.	.	2	8	1	2	4	2
FAM222A-AS1	.	.	.	.	.	0	0	0	0	0	0
ENSG00000293898	.	.	.	.	.	0	0	0	0	2	0
ENSG00000293917	.	.	.	.	.	2	7	2	0	0	0
TRPV4	.	.	.	.	.	2	18	25	0	6	6
MIR4497	.	.	.	.	.	0	0	0	0	0	0
ENSG00000302242	.	.	.	.	.	0	0	2	0	0	0
GLTP	.	.	.	.	.	387	513	309	412	523	411
RBISP3	.	.	.	.	.	0	0	0	0	1	0
RN7SL441P	.	.	.	.	.	0	2	0	0	0	0
ENSG00000249094	.	.	.	.	.	0	0	1	0	0	0
TCHP	.	.	.	.	.	193	295	150	151	199	149
GIT2	.	.	.	.	.	413	513	323	350	401	353
ENSG00000277299	.	.	.	.	.	0	0	1	0	0	0
ENSG00000280426	.	.	.	.	.	0	0	1	4	6	4
ANKRD13A	.	.	.	.	.	3144	3028	1836	1004	1030	1338
C12orf76	.	.	.	.	.	50	57	36	84	73	73
ENSG00000277595	.	.	.	.	.	14	2	2	0	0	2
ENSG00000309304	.	.	.	.	.	0	0	0	0	0	0
ENSG00000290863	.	.	.	.	.	0	0	2	0	0	0
ENSG00000286220	.	.	.	.	.	0	0	0	0	0	0
ENSG00000279360	.	.	.	.	.	0	0	0	0	0	0
ENSG00000297254	.	.	.	.	.	0	0	0	0	0	0
ENSG00000297238	.	.	.	.	.	0	0	0	0	0	0
IFT81	.	.	.	.	.	254	222	235	302	446	311
ENSG00000289311	.	.	.	.	.	4	6	1	2	5	3
ENSG00000297272	.	.	.	.	.	0	1	2	1	0	0
ATP2A2	.	.	.	.	.	5321	5953	4145	5291	4834	5030
RN7SL769P	.	.	.	.	.	0	0	0	0	0	0
ENSG00000304574	.	.	.	.	.	0	1	0	0	0	0
ANAPC7	.	.	.	.	.	460	722	443	522	555	633
ENSG00000258210	.	.	.	.	.	0	1	0	1	1	1
ENSG00000309907	.	.	.	.	.	0	0	0	0	0	0
HMGA1P3	.	.	.	.	.	3	1	4	0	5	3
ARPC3	.	.	.	.	.	1104	1013	811	1191	1472	1341
ENSG00000300534	.	.	.	.	.	1	5	5	4	1	5
GPN3	.	.	.	.	.	188	272	99	170	144	195
RPL31P49	.	.	.	.	.	1	1	0	1	0	1
FAM216A	.	.	.	.	.	87	167	85	48	100	109
VPS29	.	.	.	.	.	463	628	466	484	453	672
ENSG00000202335	.	.	.	.	.	0	0	0	0	0	0
ENSG00000278993	.	.	.	.	.	7	7	3	7	5	8
RAD9B	.	.	.	.	.	19	27	19	23	15	25
PPTC7	.	.	.	.	.	501	527	383	386	422	339
TCTN1	.	.	.	.	.	346	327	278	565	554	490
